ADMITTEDQUOTE,ADMITTEDVALUE,BOARDID,CLOSE,HIGH,LEGALCLOSEPRICE,LOW,MARKETPRICE2,MARKETPRICE3,MARKETPRICE3TRADESVALUE,MP2VALTRD,NUMTRADES,OPEN,SECID,SHORTNAME,TRADEDATE,TRADINGSESSION,VALUE,VOLUME,WAPRICE,WAVAL
75.5,553159702.0,TQBR,75.5,75.59,75.5,74.52,74.99,74.99,553159702.0,553159702.0,6637,74.86,ALRS,АЛРОСА ао,2017-12-11,3,553159702.0,7376300,74.99,
75.2,525683306.0,TQBR,75.2,75.63,75.2,74.3,74.8,74.8,525683306.0,525683306.0,9954,75.5,ALRS,АЛРОСА ао,2017-12-12,3,525683306.0,7027600,74.8,
73.1,1082401335.0,TQBR,73.1,75.1,73.1,73.1,74.01,74.01,1082401335.0,1082401335.0,11151,74.82,ALRS,АЛРОСА ао,2017-12-13,3,1082401335.0,14624200,74.2,
75.5,762291054.0,TQBR,75.5,75.5,75.5,73.3,74.49,74.49,762291054.0,762291054.0,9032,73.48,ALRS,АЛРОСА ао,2017-12-14,3,762291054.0,10232900,74.49,
74.94,596717328.0,TQBR,74.94,75.7,74.94,74.7,75.11,75.11,596717328.0,596717328.0,5655,75.5,ALRS,АЛРОСА ао,2017-12-15,3,596717328.0,7944200,75.11,
75.4,572755697.0,TQBR,75.4,75.4,75.4,74.5,74.95,74.95,572755697.0,572755697.0,6394,75.01,ALRS,АЛРОСА ао,2017-12-18,3,572755697.0,7641900,74.95,
74.04,677585180.0,TQBR,74.04,75.31,74.04,73.76,74.17,74.17,677585180.0,677585180.0,10410,75.24,ALRS,АЛРОСА ао,2017-12-19,3,677585180.0,9135600,74.25,
75.01,814674088.0,TQBR,75.01,75.5,75.01,73.84,74.76,74.76,814674088.0,814674088.0,8456,74.15,ALRS,АЛРОСА ао,2017-12-20,3,814674088.0,10896700,74.76,
74.3,958989640.0,TQBR,74.3,76.0,74.3,74.06,74.95,74.95,958989640.0,958989640.0,11214,75.12,ALRS,АЛРОСА ао,2017-12-21,3,958989640.0,12795800,74.95,
75.2,670165983.0,TQBR,75.2,75.73,75.2,74.37,75.27,75.27,670165983.0,670165983.0,8665,74.65,ALRS,АЛРОСА ао,2017-12-22,3,670165983.0,8904000,75.27,
